postcode,name,address
SO15 3LR,Little Buddha,"9a-10a Shirley High Street, Southampton"
SO15 2EL,Tiger Lilly,"3 Winchester Street, Southhampton"
SO16 2JE,Mumbai Indian Kitchen,"57 High Road, Swaythling"
SO14 3DJ,Fortune,"1 Oxford Street, Southampton"
SO14 7DW,Dersim's,"200 Above Bar Street, Southampton"
SO15 2BY,Pizza 2 night,"1A Bedford Place, Southampton"
SO14 0AA,Macho's,"12 New Road, Southampton"
SO14 0JZ,Nutri-Box,"104-106 Bevois Valley Road, Southampton"
SO14 0JZ,Blue Box,"104-106 Bevois Valley Road, Southampton"
SO14 3HD,The Fish Station,"110 East Street, Southampton"
SO14 0JD,Mexican House,"7-9 Onslow Road, Southampton"
SO19 7GQ,New Jade Palace,"8 Bridge Road, Woolston"
SO14 0JD,Just Mr Kebab and Chicken,"7-9 Onslow Road, Southampton"
SO14 0AH,Southampton Kebab and Chicken,"90a Saint Mary's Road, Southampton"
ST3 7AE,Chilli Jacks Meir,"782 Uttoxeter Road, Meir"
SO14 0JP,Tariq Manzil's,"21 Bevois Valley Road, Southampton"
SO17 2FW,Mirch Masala,"102 Portswood Road, Southampton"
SO14 1NS,Hamira,"139 St. Mary Street, Southampton"
SO17 2FW,Persian Paradise,"104 Portswood Road, Southampton"
SO14 0JD,Burrito Mexicana,"25 Onslow Road, Southampton"
SO14 0PA,Benny's Burger Town,"4 Northam Road, Southampton"
SO16 5FD,The Bina,"4 Coxford Drove, Southampton"
SO19 7GQ,Zamano's,"12a Bridge Road, Southampton"
SO14 1NP,Fusion Noodle Bar,"15-16 St. Mary Street, Southampton"
SO14 0JR,Golden House,"36 Bevois Valley Road, Southampton"
SO15 2DB,Far East,"14 Bedford Place, Southampton"
SO15 3HJ,Portobello Pizza,"334 Shirley Road, Southampton"
SO14 0AN,Sal's Kebab and Pizza House,"108 St Marys Road, Southampton"
SO14 0BY,Taj Tandoori,"46D Brintons Road, Southampton"
SO14 0JR,Happy Wok,"36A Bevois Valley Road, Southampton"
SO14 3BL,Bitz and Pizzaz,"17 Queensway, Southampton"
SO14 0JP,Tandoori Kebab,"21 Bevois Valley Road, Southampton"
SO18 6TE,Simpsons Chicken and Ribs,"15 West End Road, Southampton"
SO15 2DB,Romeo Pizza and Kebab,"3 Bedford Place, Southampton"
SO16 7DJ,Bassett Pizza and Chicken,"359 Winchester Road, Southampton"
SO14 0AN,Chunky Chips,"105 St. Mary's Road, Southampton"
SO14 1PG,China Wok,"122 St Mary's Street, Southampton"
SO16 4BY,The Raj,"19 Romsey Road, Shirley"
SO14 6RG,Best Kebab House,"58 Lodge Road, Southampton"
AL1 1PQ,YiaYia's,"126 London Road, St. Albans"
AL1 1NX,Fire N Fry,"96 London Road, St. Albans"
AL2 1LP,Farmhouse Pizza,"3A Shenley Lane, St Albans"
AL1 1PQ,Tops Pizza,"128 London Road, St Albans"
AL10 0LN,Khyber Balti House,"34 Market Place, Hatfield"
AL10 0LN,China Sky,"16-18 Market Place, Hatfield"
AL4 9RG,Bengal Spice,"6 St Brelades Place, St. Albans"
AL1 1PQ,Hong Kong Inn,"122 London Road, Hertfordshire"
AL1 4JG,Papa John's,"182 Hatfield Road, Albans"
AL4 0AZ,Sushi4u,"63 Russet Drive, London"
AL7 2BH,Fat Jacks,"15 Little Ridge, Welwyn Garden City"
AL3 5BX,India Garden,"24 Catherine Street, St Albans"
AL1 1PQ,Tuk Tuk,"144 London Road, St Albans"
AL1 1PQ,St Albans Arman's Peri Peri...,"124 London Road, St Albans"
AL10 9RQ,Papa John's,"Unit 3a, Parkhouse Court, Hatfield"
AL7 2BH,Downtown Pizza,"Unit 17 Little Ridge, Welwyn Garden City"
SN2 1AD,Safu's,"121 Cricklade Road, Gorse Hill"
AL1 3XL,City Spice,"63 Lattimore Road, Saint Albans"
AL1 4JS,Cheerz,"119 Hatfield Road, St Albans"
AL10 9RQ,Bar Turan Restaurant,"2 Parkhouse Court, Hatfield"
AL1 2JZ,ChiKizza,"34B Abbots Avenue West, St Albans"
SN1 1SD,Crunch,"43 Havelock Street, Swindon"
SN1 3BU,Thai Orchid,"133-134 Victoria Road, Swindon"
SN2 2AF,Eddies Sandwich Bar and Grill,"179A Rodbourne Road, Swindon"
SN1 5DL,Shanghai and Lotus,"169-173 Faringdon Road, Swindon"
AL10 0LU,Favourite Chicken,"38 The Common, Roe Green"
AL8 6PG,Red,"49 Wigmores North, Welwyn Garden City"
SN2 8AF,Pizza 2 Night,"58 Cricklade Road, Swindon"
SN1 4BG,Connies-Chinese Restuarant ...,"53 Devizes Road, Swindon"
SN1 1QN,Best Burritos Mexican Grill,"Kiosk 2 Theatre Square, Swindon"
SN1 3AJ,Tennessee Chicken,"10 Victoria Road, Swindon"
SN1 3AJ,Fratello's,"12 Victoria Road, Swindon"
SN1 4BG,mantra,"52 Devizes Road, Swindon"
SN1 5AR,Aby's Indian Experience,"5 Faringdon Road, Swindon"
SN2 8AG,Bella Napoli Pizzeria,"144 Cricklade Road, Swindon"
SN1 1RE,Super Pizza,"39 Fleet Street, Swindon"
SN4 7AA,Chillies,"21 High Street, Royal Wootton Bassett, Swindon"
SN1 3BD,Ruchi,"89 Victoria Road, Swindon"
SN25 4FD,Curry Choice,"5 Neighbourhood Centre, Swindon"
SN2 1AB,The Griddle,"103 Cricklade Road, Swindon"
SN25 3DQ,Papa John's,"9 Moredon Road, Swindon"
SN5 5DJ,Bengal Square,"Unit 2, Roughmoor Village Centre Peatmoor, Swindon"
SN25 3EP,Moredon Fish Bar,"186 Moredon Road, Moredon"
SN25 3EP,Emperor's Kitchen,"184 Moredon Road, Swindon"
SN1 3AJ,Eden's Chicken Cottage,"11 Victoria Road, Swindon"
SN5 4BX,Istanbul Grill,"4 The Parade, Swindon"
SN2 1AB,Dilkush Indian Takeaway,"107 Cricklade Road, Swindon"
SN1 2AB,Pizza King,"25 Manchester Road, Swindon"
SN2 8AF,Tandoori Nights,"92 Cricklade Road, Krembrey Park"
SN5 4BX,Spice Express,"6 The Parade
Paven Hill, Purton"
SN4 7AX,Jade Tiger,"14 Boroughfields Shopping Centre
Royal Wootton Bassett, Swindon"
SN2 1AB,Slices,"103 Cricklade Road, Swindon"
SN2 1AB,Beijing Chef Chinese Takeaway,"119 Cricklade Road, Swindon"
SN1 3BU,Papa John's,"136 Victoria Road, Swindon"
SN1 1BT,PGC Chicken and Pizza,"61 Bridge Street, Swindon"
SN1 2LT,New Delhi Indian Restaurant,"Unit 3 Ground Well Road, Swindon"
SN2 1AE,Gorse Hill Chinese,"239 Cricklade Road, Swindon"
SN2 8AA,Tennessee Chicken,"30 Cricklade Road, Gorse Hill, Swindon"
SN1 1RQ,Rooster's Grill Shack,"Fleet Street, Swindon"
SN4 7AB,Mario's Pizza,"146 High Street, Swindon"
TS18 1PS,Italiano's,"17 Bishopton Lane, Stockton"
TS1 3RF,Peri Peri Original,"184 Linthorpe Road, Middlesbrough"
TS5 5HR,Time To Eat,"121 Acklam Road, Middlesbrough"
TS1 1LB,Smoggies,"53 Newport Road, Middlesbrough"
TS8 9JH,The Phoenix,"7 The Viewley Centre, Middlesbrough"
TS5 5HA,Bar BQ Night,"47 Acklam Road, Middlesborough"
TS1 3RF,Sweet Treat,"184 Linthorpe Road, Middlesbrough"
TS5 6JF,The Hungry Box,"18A Emmerson Street, Middlesbrough"
TS4 3JT,Marian and Allison's,"61 Saltersgill Avenue, Middlesbrough"
TS4 2HF,Sirkars,"283-285 Marton Road, Middlesbrough"
TS8 0TJ,Capone's Pizzeria,"Unit 1, 15 Dalby Way, Parkway Shopping Centre, Middlesbrough"
TS1 2RB,Abbey's Pizza,"94 Corporation Road, Middlesbrough"
TS3 8BS,Desserts Delivered,"Sotherby Road, Middlesbrough"
TS1 4AG,The Pizza Shop,"161 Linthorpe Road, Middlesbrough"
TS1 3AA,The Gravy Boat Sunday Dinners,"59 Borough Road, Middlesbrough"
TS1 3AA,The Gravy Boat,"59 Borough Road, Middlesbrough"
TS1 3HX,Just Chicken,"111 Victoria Road, Middlesbrough"
TS3 7JE,Pizza House,"7 Langley Court, Middlesborough"
TS1 3AT,Iqbals Balti Raj,"155 Borough Road, Middlesbrough"
TS6 7EG,Sunshine Inn,"68 Bolckow Road, Middlesbrough"
TS1 4JW,Khans Of Middlesbrough,"51 Parliament Road, Middlesbrough"
TS3 9NB,Simo's Pizzeria,"1 Beresford Buildings, Middlesbrough"
TS1 4AG,Gi-Gi's Italian Takeaway,"207 Linthorpe Road, Middlesborough"
TS6 8BL,Rajas,"298 Birchington Avenue, Middlesbrough"
TS1 3QU,Dixy Chicken Peri Peri,"292 Linthorpe Road, Middlesbrough"
TS4 2JQ,Romeo's Pizzeria,"2 Marland Buildings, Marton Road, Middlesbrough"
TS3 8EX,Park Plaice Fish Shop,"265 Cargo Fleet Lane, Middlesbrough"
TS1 3JB,YumYum Fish and Chips,"150 Waterloo Road, Middlesbrough"
TS5 6DZ,Indian Spice,"39 Roman Road, Middlesbrough"
TS18 3BA,Burger King,"Chandlers Wharf Retail Park, Stockton"
TS5 6JG,Mama Mia's,"446 Linthorpe Road, Middlesbrough"
TS3 8AG,Moviefoods,"Cambridge Road, Middlesbrough"
TS5 6DY,Aya Pizzeria,"2 Pilkington Buildings 
Roman Road, Middlesbrough"
TS6 8BL,Pelican Jacks,"292 Birchington Avenue, Middlesbrough"
TS1 1SA,Eatza Pizza,"43-45 Wilson Streeet, Middlesbrough"
TS18 1DF,Frando's Peri Peri,"26A Prince Regent Street, Stockton On Tees"
TS1 5DW,The Bake Two,"52 Borough Road, Middlesbrough"
TS19 9BX,Papa Joe's,"25 Redhill Road, Roseworth"
TS18 2BW,Angelo's,"17 Norton Road, Stockton-on-tees"
TS8 0TJ,Bombay Curry Club,"Unit 3, 15 Delby Way, Park Way Shopping Centre, Middlesbrough"
TS18 3DR,The Parmesan House,"15 Yarm Lane, Stockton-on-Tees"
TS1 4JQ,City Pizza,"150 Parliament Road, Middlesbrough"
TS18 2BZ,Rising Sun,"65-67 Norton Road, Stockton-On-Tees"
TS20 1RF,Glebe Tandoori,"3 Hanover Parade, Norton"
TS1 4AG,Pizza Plaza,"199 Linthorpe Road, Middlesbrough"
TS1 4JE,The Chickenlicious,"107 Parliament Road, Middlesborough"
TS18 1EP,Fujis Pizzeria and Tandoori,"62a Yarm Lane, Stockton-on-tees"
TS18 1ES,Siciliano,"36 Yarm Lane, Stockton On Tees"
TS18 3LZ,Papasallis,"2 Oxbridge Lane, Stockton-on-Tees"
TS18 1PS,Pizza Feast,"15 Bishopton Lane, Stockton-On-Tees"
TS1 4AG,Papa John's,"205 Linthorpe Road, Middlesbrough"
TS5 8SB,Mario's,"126 Trimdon Avenue, Middlesbrough"
TS18 1DF,Spaghetti Junction,"Unit 9, 56 Prince Regent Street, Stockton On Tees"
TS18 1HH,Likeat,"69 Tarring Street, Stockton"
TS17 8ND,Red Rose Chippy and Indian ...,"2 Laburnum Avenue Thornby, Stockton-on-tees"
TS5 6JN,Khan's Village Tandoori,"415-417 Linthorpe Road, Middlesbrough"
NE1 7PG,Gangnam,"8 St.Marys Place, Newcastle Upon Tyne"
NE2 1LD,The Munchy Bites,"252 Jesmond Road, Newcastle Upon Tyne"
NE4 8BN,Palmyra Shawarma,"41-43 Adelaide Terrace, Newcastle"
NE4 9RX,A1 Chippy,"315A Two Ball Lonnen, Newcastle Upon Tyne"
NE2 4HE,Pizza @ 22,"17 Windsor Terrace, Newcastle Upon Tyne"
NE5 3EL,Rumana Indian Cuisine,"261 Ponteland Road, Newcastle Upon Tyne"
NE11 9NQ,Gourmet Kitchen,"92 Glebe Terrace, Gateshead"
NE11 9NQ,Gourmet Kitchen,"92 Glebe Terrace, Gateshead"
EH8 7JB,Shahi Manzil,"157 Willowbrae Road, Edinburgh"
NE6 2HX,Planet Pizza,"231 Welbeck Road, Walker"
NE2 4LA,Levant Toon,"Barrack Road, Newcastle Upon Tyne"
NE1 7DE,Burger King,"24-34 Northumberland Street, Newcastle"
NE1 2SW,Sahara Pizza,"133 New Bridge Street, City Centre"
EH8 9DH,Palmyra,"22 Nicholson Street, Edinburgh"
NE1 4AF,Best Kebab,"106 Westgate Road, Newcastle upon Tyne"
G15 8PA,Stefano's Fastfood,"301 Drumry Road East, Glasgow"
DY8 1AE,Yummy's,"2 Bell Street, Stourbridge"
B64 5HA,Good Choice,"76 High Street, Cradley Heath"
EH6 4AF,Indian Flavour,"47 Ferry Road, Newhaven"
EH6 8LX,Papa John's (Leith Walk),"77a-79 Leith Walk, Leith Walk"
G78 1TH,The Roll Shop,"164 Glasgow Road, Glasgow"
G3 7AW,Athena Taverna,"141 Elderslie Street, Glasgow"
NE8 4TH,Chip Stop,"109 Saltwell Road Gateshead, Bensham"
B64 5JT,Dixy Chicken,"69 Reddal Hill Road, Cradley Heath"
DY10 2BG,Papa John's,"Unit 2 21-23 Coventry Street, Kidderminster"
PA1 3PW,The Sherwood,"62 Glasgow Road, Paisley"
B64 6HE,Captain Cafe,"215 Halesowen Road, Cradley Heath"
B64 5JT,Big Peri and Pizza,"58 Reddal Hill Road, Cradley Heath"
B63 3BA,Safari,"84 High Street, Halesowen"
B64 6HE,Old Hill Cafe,"207 Halesowen Road, Cradley Heath"
B64 6AH,Taste of China,"126 Graingers Lane, Gradley Heath"
B64 5RU,The Alachi,"126 Highgate Street, Cradley Heath"
B64 6HU,Teddylicious,"180 Halesowen Road, Cradley Heath"
B45 9JA,James Fast Food,"160 New Road, Rubery"
B61 0LA,Dine India,"129 Golden Cross Lane, Catshill
Birmingham, Worcestershire"
B45 0JD,Azka Balti,"29 Ormond Road, Birmingham"
B63 2BZ,Saporito,"68 Windmill Hill, Colley Gate"
DY10 2DU,Papaya,"28-29 Blackwell Street, Kidderminster"
DY9 8LQ,Galley Grill,"53 High Street, Stourbridge"
DY5 1HG,Pizza Planet,"149 Dudley Road, Brierley Hill"
DY9 8JX,Olympia Takeaway,"221-222 High Street, Stourbridge"
DY11 5NF,Granny's Dessert's,"106 Audly Drive, Kidderminster"
DY9 8PN,Hayes Cafe,"45 Stour Vale Road, Stourbridge"
B64 6AG,Quick Bitez,"2 Cradley Road, Cradley Heath"
DY5 3HY,Brockmoor Fryer,"45 High Street, Brierley Hill"
DY5 2JW,Marioz,"28 High Street, Quarry Bank"
DY10 1QG,Milan Pizza and Tandoori,"15 Comberton Hill, Kidderminster"
B64 5HY,Sizzling Balti,"31, Upper High Street, Cradley Heath"
DY5 3AE,New Pancholi Fine Indian Di...,"44 High Street, Brierley Hill"
DY8 1DT,Tropical Spice Indian,"131-132 High Street, Stoubridge"
DY6 7JY,Pizza Station,"Unit 7 Ham Lane, Kingswinford"
DY5 2AF,China Town,"136 High Street, Quarry Bank"
DY8 1DX,Olivio Pizza,"72 High Street, Stourbridge"
B64 6AG,Simpsons Pizza,"76 Cradley Road, Cradley Heath"
DY2 9PY,Pizza Pizza,"127 Halesowen Road, Netherton, Dudley"
DY6 8AA,Prego Pizza,"843 High Street, Kingswinford"
DY9 7BU,Jade Palace,"118 Stourbridge Road, Stourbridge"
B63 3BA,American Slice,"68 High Street, Birmingham"
B62 9DJ,Balti Towers,"85 long lane, Halesowen"
B64 6HN,Gino's,"187 Halesowen Road, Cradley Heath"
DY5 3QR,Silverend Fish Bar,"326 Brettell Lane, Brierley Hill"
DY9 8LQ,Tasty Grill,"49 High Street, Lye"
DY8 1EQ,Pizza 2 Go,"99 High Street, Stourbridge"
DY9 9AQ,Flavours,"82 Wynall Lane, Wollescote"
B64 6AH,Bennett's Caribbean Takeaway,"125C Grainger's Lane, Birmingham"
DY5 2JW,Spice Merchant,"25 High Street Quarry Bank, Brierley Hill"
B63 3BG,Papa's Peri-Peri,"59 High Street, Halesowen"
DY8 2JD,Balti Dilshad,"132 Hagley Road, Oldswinford"
DY5 3AE,Dixi,"48 High Street, Brierley Hill"
DY10 2EW,Zeera Tandoori,"8 The Horsefair, Kidderminster"
DY5 3AW,Spicy Grill,"50 High Street, Dudley"
B64 5AB,King Cod Fish and Chips,"4 Lower High Street, Birmingham"
DY9 7DL,Isha's Restaurant,"8 Stourbridge Road, Stourbridge"
DY9 8LQ,Flash in the Pan,"47 High Street, Lye"
B64 5LP,Spice King,"164 Halesowen Road, Cradley Heath"
B61 8DD,Wok Kitchen,"10 Church Street, Bromsgrove"
DY5 3BP,Red Peppers,"148 High Street, Brierley Hill"
DY2 0BH,Netherton Tasty Bites,"Unit 1, 12 Bush Road, Dudley"
B45 8UQ,Goa Goa Indian Restaurant,"404 Grovely Lane, Rednal"
B60 3NS,Prego Pizza,"180A Austin Road, Bromsgrove"
B45 9JR,American Hut,"129 New Road, Rubery"
B63 3QX,Blue Spice,"205 Stourbridge Road, Halesowen"
DY5 2QY,Jasmine House,"6 Woods Lane, Brierley Hill"
DY9 8JT,Dragon - i,"8 High Street, Stourbridge"
B45 9JR,Balti Hut,"87 New Road, Birmingham"
B61 9DX,Chennai Lounge,"Crossroads, Kidderminster Road, Dodford"
DY8 1AE,Soprano Pizza,"1 Bell Street, Stourbridge"
DY9 8LH,AJ's,"180 High Street, Lye"
DY11 5HA,Marlpool Diner,"41 Willowfield Drive, Kidderminster"
B62 9LA,Jaspers,"2 Claridge House, Long Lane, West Midlands"
DY5 3AA,Blakey's Eastern Memories,"7 High Street, Brieley Hill"
DY9 7BD,Road House,"209 Stourbridge Road, Stourbridge"
G53 7BL,Golden Sea Chinese,"329 Nitshill Road, Glasgow"
G53 5YR,Cafe China,"2 Barnbeth Road, Pollok"
PA2 6NA,Darios,"73 Neilstion, Paisley"
PA1 2NH,Aidan's Pizza at Mirage,"59 Broomlands Street, Paisley"
G53 7DA,Cafe Asia,"1357 Barrhead Road, Glasgow"
G78 1RE,Charghas Fast Food,"26 Main Street, Barrhead, Glasgow"
G53 7BL,Original Chillies,"325 Nitshill Road, Glasgow"
PA5 8SG,Pizza Crolla,"60 High Street, Johnstone"
G77 6EG,Kebabish,"106 Ayr Road, Glasgow, East Renfrewshire"
G46 8PF,Peter's Chippie,"216 Carnwadric Road, Thornliebank, Glasgow"
PA1 1PH,East End Tandoori,"3/5 Ladyburn Street, Paisley"
G53 7BN,Masterchef,"395 Nitshill Road, Nitshill"
G3 8HL,Athena @ The Rotunda,"28 Tunnel Street, Glasgow"
G41 3YH,Spicy Hut,"1117 Pollokshaws Road, Glasgow"
G78 1SN,Saffron,"232a Main Street, Barrhead"
PA5 9ES,Babylon Fast Food,"141 Main Road, Renfrewshire"
DY5 3AE,Pizza Plaza and Kebab,"40 High Street, Brierley Hill"
G78 3NJ,The Flames,"52 Main Street, Neilston, East Renfrewshire"
PA1 1XY,Wok N Go,"4 New Street, Paisley"
PA1 2NH,Rana's Mirage Indian Cuisine,"59 Broomlands Street, Paisley"
PA2 6NA,American BBQ and Burgers,"73 Neilstion, Paisley"
PA5 8DP,paprikas@nicos,"7 William Street, Johnstone"
G77 5LU,La Vita Piccolino e Vino,"273-275 Mearns Road, Glasgow"
G78 1SG,Santi's New Yorker,"144 Main Street Barrhead, Glasgow"
G3 7AW,Riccardo's,"141 Elderslie Street, Glasgow"
G81 1RZ,Cafe Punjab,"18 Alexander Street, Clydebank"
PA1 3PN,Indian Scene,"82 Glasgow Road, Paisley"
G2 4PQ,3 in 1 Xtra,"67-69 Elmbank Street, Glasgow"
G3 8TD,Rioja,"1116 Argyle Street, Glasgow"
G3 8HL,Yen Rotunda,"28 Tunnel Street, Glasgow"
G15 7TG,Levant,"77 Kinfauns Drive, Glasgow"
G14 0LB,Milano's Fast Foods,"14 Kelso street, Glasgow"
G13 1JP,Bawarchi,"995 Crow Road, Glasgow"
G3 8HL,Yen Oriental,"28 Tunnel Street, Glasgow"
G14 0LB,Cake and Shake,"21 Kelso Street, Yoker"
G11 6NB,Indian Currys,"913 Dumbarton Road, Glasgow"
G14 9UZ,Lotus,"1363 Dumbarton Road, Scottoun, Glasgow"
G3 8HL,La Rotunda,"28 Tunnel street, Glasgow"
G3 8XZ,Pickled Ginger,"512 St. Vincent Street, Glasgow"
G61 2DW,Shish,"67 Milngavie Road, Bearsden"
G3 8RE,Banana Leaf,"76b Old Dumbarton Road, Glasgow"
G15 6QE,Pauls Fast Foods,"12 Drumchapel Road, Glasgow"
G81 1AJ,Mr Tasty,"20 Fleming Avenue, Clydebank"
G13 4QU,Golden View,"306 Dyke Road, Glasgow"
G13 3AY,Marios,"253 Alderman Road, Glasgow"
G61 3RU,Raja Rani,"5 Kirk Lane, Glasgow"
G15 7QR,Sizzling Spices,"12 Rozelle Ave, Glasgow"
G81 6HE,Taj Mahal,"66 Dumbarton Road, Clydebank"
G15 6QE,Spicy Mix,"10 Drumchaple Road, Glasgow"
G14 0YU,Shimla Pinks,"758 Anniesland Road, Glasgow"
G81 5QR,Moo Cluck Moo,"1 Cochno Road, Clydebank"
G15 8PA,New Kismet Tandoori,"311 Drumry Road East, Glasgow"
G14 0QL,Sajjan,"2372 Dumberton Road, Glasgow"
G14 0YT,New Best Shawarma,"1939 Dumbarton Road, Glasgow"
G14 9DB,Neelim Indian Restaurant,"1590 Dumbarton Road, Glasgow"
G15 7TG,Rinaldo's,"75 Kinfauns Drive, Drumchapel"
G14 0LB,Three Pound Shop,"19 Kelso Street, Glasgow"
EH3 9BH,Guchhi India,"50 East Fountainbridge, Edinburgh"
EH7 5HN,Sandwich Express,"9 Albert Place, Abbeyhill, Edinburgh"
EH8 9EZ,Kalpna Vegetarian and Vegan...,"2-3 St Patricks Square, Edinburgh"
EH11 1PR,Pizza Meets Burger,"39-41 Slateford Road, Edinburgh"
EH8 9PT,Bonnie Burrito,"82 South Clerk Street, Edinburgh"
EH16 5RL,Eats n Treats,"82 Walter Scott Avenue, Edingburgh"
EH9 1QF,True Thai Cuisine,"49-51 Causewayside, Edinburgh"
EH8 9PR,Papa John's Pizza Newington,"12 South Clerk Street, Edinburgh"
EH12 5LA,Veloce Italian Street Food,"48 Haymarket Terrace, Edinburgh"
EH6 8NY,Chicken Club,"255 Leith Walk, Edinburgh"
EH8 9EW,bBURGER,"86 Nicolson Street, Edinburgh"
EH11 2BQ,The Chicken Crew,"25 Dalry Road, Edinburgh"
EH3 9AH,King Fisher,"69-71 Bread Street, Edinburgh"
EH7 4NY,The Real Pizza Factory,"12 Crighton Place, Edinburgh"
EH3 9PU,City Kebab House,"73 Fountain Bridge, Edinburgh"
EH8 9PS,Noor,"56 South Clerk Street, Newington"
EH7 4DX,Celadon 2 U,"52 Rodney Street, Edinburgh"
EH7 4NY,The Real Burger House,"12 Crighton Place, Edinburgh"
EH8 9PY,Ichiban,"34 West Preston Street, Edinburgh"
EH1 3RJ,Rapido Cafe,"77-79 Broughton Street, Edinburgh"
EH14 2BH,Jaflong,"38 Longstone road, Edinburgh"
EH10 4BY,Morningside Spice,"74 Morningside Road, Morningside, Edinburgh"
EH21 6AS,The Frying Scotsman,"134B North High Street, Musselburgh"
EH8 7EH,Madras Cottage,"11 Pirsehill Place, Edinburgh"
EH9 1PH,Bella Roma,"223 Causewayside, Edinburgh"
EH15 1LH,Bonoful,"13 Brighton Place, Edinburgh"
EH7 5HN,Silver Bowl Thai,"12 Albert Place, Edinburgh"
EH6 8HU,Rustic Pizza,"377 Easter Road, Edinburgh"
EH7 6BP,Lochend Fry Zai's Balti,"10A Lochend Road, Edinburgh"
EH6 7AE,Shri Bheema's Indian Restau...,"121 Constitution Street, Edinburgh"
EH6 6HP,Dolphin Fish and Chip Shop,"36-38 North Junction Street, Edinburgh"
EH21 6AN,Little China,"183 North High Street, Musselburgh"
EH6 8HU,Meat Jam,"377 Easter Road, Edinburgh"
EH8 7RW,Barracuda,"2C Northfield Drive, Edinburgh"
G78 1BU,The Jewels Of Asia,"34 Glasgow Road, Barrhead, Glasgow"
EH10 4QU,Stefano's Fish and Chips,"241 Morningside Road, Edinburgh"
G5 8RE,Home Style,"470 Paisley Road West, Glasgow"
EH6 5HX,Ephesus Takeaway,"21 Great Junction Street, Edinburgh"
EH6 8HR,Bombay Spice,"138-140 Duke Street, Edinburgh"
EH7 4AH,Curry Cafe,"30 Elm Row, Edinburgh"
EH1 1LL,Noodle N Rice,"24-25 South Bridge, Edinburgh"
EH9 1EX,Delicious Italian,"60 Warrender Park Road, Edinburgh"
EH11 2EP,Taste,"192 Dalry Road, Edinburgh"
EH7 5HN,Mughal's Spice,"4 Albert Place, Edinburgh"
EH10 4BY,The Clay Oven,"88 Morningside Road, Edinburgh"
G81 5PJ,Bombay Grill,"19-21 Glasgow Road, Clydesbank"
EH12 5NQ,Eat N Joy,"49 Roseburn Terrace, Edinburgh"
EH15 1AN,Mint,"64 Portobello High Street, Edinburgh"
EH21 6AN,Dynasty,"177 North High Street, Musselburgh"
EH22 1AZ,Bombay Lounge,"202 High Street, Dalkeith"
EH11 1DX,Pan Asia,"26 Bryson Road, Edinburgh"
EH15 2AW,Cinnamon,"249 Portobello High Street, Edinburgh"
EH3 5JP,Eastern Spices,"6 Howard Street, Cannonmills"
EH10 4PU,India Today,"176 Morningside Road, Edinburgh"
EH7 6LT,May Sum,"32 Craigentinny Road, Edinburgh"
EH15 2ES,China Express,"38 Esplanade Terrace, Portobello"
EH1 1LL,Zuhus,"29-30 South Bridge, Edinburgh"
EH15 1JZ,Mr. India,"94 Duddingston Park, Portobello"
EH11 1BR,Yummy Kitchen,"3 Yeaman Place, Edinburgh"
EH16 5RL,Anatolia,"74 Walter Scott Avenue, Edinburgh"
EH9 2AB,Wok Ness,"21a Strathearn Road, Edinburgh"
EH8 9PS,Chicken Club,"46 South Clerk Street, Edinburgh"
EH11 2NR,Bonnie Burrito,"118 Gorgie Road, Edinburgh"
EH1 1HN,Burrito N Shake,"97-99 South Bridge, Edinburgh"
EH11 2BQ,Hay Sushi,"15 Dalry Road, Edinburgh"
EH8 9DH,Shri Bheema's,"14A Nicolson Street, Edinburgh"
EH1 1QS,Clamshell,"148 High Street, Edinburgh"
EH11 2EZ,Kebabish Original,"128 Dalry Road, Coates"
EH8 9JB,Bang’N Gourmet Burgers and ...,"54a Clerk Street, Edinburgh"
EH7 5DP,Kurdish Best Kebab House,"58 Montrose Terrace, Edinburgh"
EH17 8DR,Spicy Hut,"5 Southhouse Broadway, Edinburgh"
EH16 4BG,Tony's,"52 Niddrie Mains Road, Edinburgh"
EH16 6LD,New Fortune Cookie,"129 Liberton Brae Edinburgh, Liberton"
EH9 1QS,Hot Kung Fu,"6 Newington Road, Bruntsfield"
EH15 3DA,Marmaris Fry,"1b Magdalene Drive, Edinburgh"
EH12 5DS,China Star,"6A West Maitland Street, Edinburgh"
EH7 6LT,Dino's,"36 Craigentinny Road, Edinburgh"
NE2 2NJ,M M Flame,"6 Cavendish Road, Newcastle Upon Tyne"
NE6 1DX,Al-Dar Lebanese,"240 Shields Road, Newcastle Upon Tyne"
EH7 5QQ,Happy Rice,"178a Easter Road, Edinburgh"
NE4 8BB,Star Pizza,"105 Adelaide Terrace, Newcastle upon Tyne"
NE1 2SW,Lucky 9,"117a New Bridge Street, Newcastle Upon Tyne"
NE5 5NH,Al Tiffin,"48b Downend Road, Westerhope"
NE6 5HP,Khan's Restaurant,"178 Heaton Road, Newcastle Upon Tyne, Heaton"
NE9 6HU,Monsun,"534 Durham Road, Gateshead"
EH16 4BG,Turkish Delight,"50 Niddrie Mains Road, Edinburgh"
NE4 8RN,Antep Pizza,"429A Westgate Road, Newcastle Upon Tyne"
NE3 1HB,Papa John's,"74 High Street, Newcastle Upon Tyne"
NE6 5LL,Chunky Chicken,"263 Chiglingham Road, Newcastle"
NE1 1UN,Redwood Grill,"7-9 Bigg Market, Newcastle"
NE6 1SD,Chillies,"10 Heaton Road, Heaton"
NE1 5EE,Latif,"1a Clayton Street West, Newcastle Upon Tyne"
